MiNg_100_CAISO,MiNg_150_CAISO,MiNg_100_ERCOT,MiNg_150_ERCOT,MiNg_100_MISO-W,MiNg_150_MISO-W,MiNg_100_NYISO,MiNg_150_NYISO,MiNg_100_PJM-W,MiNg_150_PJM-W,BaseCaseTax,HighWindTax,HighSolarTax,WinterNYTax
0,0,0,0,0,0,0,0,0,0,43.24,50.32,9.19,50.32
0,0,0,0,0,0,0,0,0,0,43.24,161.31,9.19,50.32
0,0,0,0,0,0,0,0,0,0,43.24,50.32,0,50.32
0,0,0,0,0,0,0,0,0,0,18.39,43.24,0,45.15
0,0,0,0,0,0,0,0,0,0,0,43.24,0,0
0,0,0,0,0,0,0.08,0,8.01,0.02,0,0,0,0
0,0,44.64,0.27,0.2,0.11,0.12,0.01,8.34,0.05,0,0,0,0
1.69,0.28,44.68,0.27,0.13,0.05,0.09,0,8.45,0.03,0,0,0,18.39
1.69,0.28,44.59,0.27,0.01,0,0,0,8.44,0.02,0,0,9.19,50.32
1.69,0.28,44.59,0.26,0,0,0,0,8.1,0.02,0,0,0,50.32
1.69,0.28,39.29,0.26,0,0,0,0,7.94,0.02,18.39,0,32.43,50.32
1.57,1.36,41.14,0.23,0,0,0,0,6.53,0.03,43.24,0,43.24,50.32
1.57,1.36,38.42,0.23,0,0,0,0,7.68,0.02,43.24,37.74,43.24,50.32
1.57,1.36,38.7,0.23,0,0,0,0,6.97,0.02,43.24,43.24,43.24,50.32
1.57,1.36,41.07,0.23,0,0,0,0,6.93,0.02,50.32,50.32,50.32,51.97
1.57,1.36,40.74,0.23,0,0,0,0,6.89,0.02,74.81,50.32,70.28,72.31
1.57,1.36,41.14,0.24,0.01,0,0.03,0,7.04,0.08,51.96,50.32,70.28,51.96
1.57,1.36,41.2,0.24,0.03,0.01,0.1,0,7.16,0.05,73.17,50.32,70.28,51.97
1.57,1.36,41.19,0.24,0.07,0.01,0.03,0,6.76,0.03,113.47,50.32,102.59,61.31
1.57,1.36,41.14,0.24,0,0,0,0,0,0,50.32,50.32,50.32,112.7
1.57,1.36,39.16,0.17,0,0,0,0,0,0,43.24,50.32,43.24,50.32
1.33,0,28.16,0.13,0,0,0,0,0,0,43.24,50.32,43.24,38.97
0,0,46.78,0.08,0,0,0,0,0,0,43.24,50.32,9.19,35.92
0,0,30.12,0.08,0,0,0,0,0,0,43.24,150.62,9.19,38.97
0,0,27.54,0.08,0,0,0,0,0,0,43.24,50.32,9.19,50.32
0,0,24.97,0.08,0,0,0,0,0,0,43.24,50.32,9.19,50.32
0,0,25.63,0.08,0,0,0,0,0,0,43.24,50.32,0.75,50.32
0,0,41.17,0.02,0,0,0,0,0,0,43.24,50.32,0,38.97
0,0,26.81,0.04,0,0,1.36,0.19,0,0,0,43.24,0,0
0,0,32.27,0.09,66.8,0.24,1.38,0.19,76.31,0.27,0,37.74,0,0
1.17,0,32.91,0.2,75.37,1.24,1.36,0.19,76.98,0.28,0,0,0,0
1.57,0.26,32.92,0.2,75.52,1.25,1.36,0.19,76.62,0.27,0,0,0,50.32
1.57,0.26,31.36,0.2,75.55,1.27,1.36,0.19,76.49,0.27,9.19,0,9.19,50.32
1.57,0.26,30.36,0.19,75.55,1.21,1.36,0.19,76.27,0.27,0,0,0,50.32
1.57,0.26,28.66,0.16,75.55,1.27,1.08,0.08,76.42,0.27,18.39,0,18.39,50.32
1.68,1.36,41.95,0.17,75.87,1.41,1.36,1.06,79.16,1.34,43.24,0,35.49,50.32
1.68,1.36,40.48,0.17,75.85,1.41,1.36,1.14,79.12,1.34,43.24,0,43.24,50.32
1.68,1.36,40.12,0.15,75.84,1.41,1.36,1.35,79.27,1.35,43.24,43.24,43.24,50.32
1.68,1.36,41.32,0.17,75.84,1.41,1.36,1.38,79.38,1.35,50.32,43.24,50.32,51.96
1.68,1.36,48.55,0.19,75.82,1.41,1.36,1.38,80.63,1.36,50.32,43.24,50.32,90.45
1.68,1.36,48.62,0.19,75.71,1.42,1.64,1.38,80.59,1.36,50.32,50.32,68.11,60.76
1.68,1.36,48.7,0.2,76.86,1.42,1.37,1.38,80.9,1.37,86.92,50.32,68.11,60.76
1.68,1.36,48.7,0.19,76.59,1.45,0,0,69.88,1.24,117.58,50.32,118.6,84.65
1.68,1.36,0.11,0.04,65.58,1.42,0,0,7.1,0.28,50.32,50.32,50.32,53.61
1.66,1.31,0,0,65.33,1.27,0,0,0,0.21,43.24,50.32,43.24,50.32
0,0,0,0,59.09,1.27,0,0,0,0.19,43.24,50.32,43.24,37.74
0,0,0,0,59.93,1.24,0,0,0,0.15,43.24,50.32,6.17,37.74
0,0,0,0,52.93,0.15,0,0,0,0.16,43.24,85.88,9.19,37.74
0,0,0,0,7.27,0.15,0,0,0,0.15,43.24,115.05,9.19,37.74
0,0,0,0,5.87,0.13,0,0,0,0.14,43.24,50.32,0.12,37.74
0,0,0,0,5.36,2.03,0,0,0,0.16,43.24,50.32,0,37.74
0,0,0,0,5.94,2.09,0,0,0,0.15,34.67,50.32,0,18.39
0,0,0,0,4.66,2.45,1.36,0,1.15,0.18,0,43.24,0,0
0,0,0,0,41.33,3.53,80.43,99.56,76.4,98.2,0,18.39,0,0
0,0,0.13,0.14,50.71,3.66,80.43,99.56,77.82,98.71,0,0,0,0
1.53,0.21,0.16,0.16,40.06,2.95,76.15,93.05,77.78,97.95,0,0,0,0
1.66,0.21,0.16,0.15,7.44,2.81,72.18,91.79,77.04,97.6,0,0,0,37.74
1.66,0.24,0.12,0.11,7.62,2.51,68.29,84.56,76.63,97.76,0,0,0,50.32
1.66,0.22,0.07,0.06,1.71,2.7,68.25,84.53,76.89,97.74,0,0,0,50.32
1.51,0.22,0,0.06,1.68,2.56,72.25,86.63,71.35,89.76,0,0,18.39,50.32
1.51,0.22,0,0.06,1.8,2.49,72.24,86.64,71.5,90.14,43.24,0,43.24,50.32
1.51,0.22,0,0.06,1.85,2.42,72.25,86.65,71.56,90.18,43.24,0,43.24,50.32
1.51,0.22,0,0.06,1.79,2.46,72.24,86.67,71.88,90.34,43.24,18.39,43.24,50.32
1.51,0.22,0,0.06,1.51,2.48,72.24,86.66,72.03,91,50.32,43.12,50.32,50.32
1.51,0.22,0.01,0.06,1.79,2.49,72.24,86.64,72.19,91.28,50.32,43.12,63.79,50.32
1.51,0.22,0.11,0.06,1.94,2.45,72.24,86.65,72.37,91.45,50.32,43.24,63.79,50.32
1.51,0.22,0.13,0.06,1.89,2.43,72.42,94.45,72.59,91.73,159.8,43.24,134.36,50.32
1.51,0.22,0,0,6.9,2.42,73.71,94.56,69.44,87.48,46.22,43.24,43.24,150.62
1.35,0,0,0,6.54,2.53,72.27,87.88,66.24,67.04,43.24,43.24,43.24,50.32
0,0,0,0,6.89,2.25,72.26,86.65,50.63,60.43,43.24,43.24,18.39,50.32
0,0,0,0,5.8,1.95,72.26,86.65,48.85,60.12,43.24,43.24,0,37.74
0,0,0,0,5.62,1.9,72.26,86.66,42.15,52.19,43.24,43.24,0.31,37.74
0,0,0,0,1.64,1.85,72.26,86.67,42.56,51.92,43.24,43.24,0.31,37.74
0,0,0,0,1.57,1.97,72.27,86.67,53.9,67.52,43.24,43.24,0,37.74
0,0,0,0,1.54,1.98,74.14,90.88,31.49,38.51,34.67,43.24,0,37.74
0,0,0,0,1.7,1.9,76.68,97.98,42.83,53.74,0,29.7,0,37.74
0,0,0,0,1.75,1.84,72.27,87.49,58.24,75.7,0,0,0,0
0,0,0,0,6.77,2.32,91.09,108.48,73.76,91.2,0,0,0,0
0,0,0.16,0.13,7.01,2.4,92.54,108.48,74.46,91.93,0,0,0,0
0.99,0,0.19,0.16,6.89,2.5,91.09,108.48,74.39,91.91,0,0,0,37.74
1.36,0.12,0.14,0.12,6.9,2.38,91.08,108.47,74.37,91.9,0,0,9.19,50.32
1.37,0.16,0.1,0.06,0.34,2.36,91.08,108.47,74.36,91.9,0,0,7.08,50.32
1.36,0.16,0.1,0.04,0.06,2.23,91.07,108.46,74.35,91.89,34.67,0,41.71,51.48
1.46,0.28,0.08,0.06,1.05,2.58,88.55,111.37,81.98,100.84,39.6,0,39.6,46.22
1.46,0.28,0,0.06,1.24,2.66,88.55,111.37,81.93,100.84,39.6,0,39.6,46.22
1.46,0.13,0,0.06,0.97,2.49,88.54,111.36,83.65,100.87,39.6,0,39.6,46.22
1.46,0.05,0,0.03,0.9,2.48,88.54,111.36,83.58,100.11,46.22,39.6,46.22,50.32
1.46,0.02,0,0.03,2.78,2.9,88.54,111.36,83.84,100.74,46.22,39.6,47.73,50.32
1.46,0.02,0,0.03,3,2.85,88.54,111.36,83.95,101.27,46.22,39.6,65.87,46.22
1.46,0.05,0,0.03,2.98,2.82,88.38,106.13,83.61,100.7,46.22,39.6,65.87,46.22
1.46,0.05,0,0.03,1.44,2.67,75.16,100.38,75.93,102.04,153.72,39.6,115.47,50.32
1.46,0.02,0,0,0,0.04,44.55,1.37,13.72,9.35,46.22,39.6,46.22,133.08
1.08,0,0,0,0,0,1.36,1.37,6.6,7.83,39.6,39.6,39.6,46.22
0,0,0,0,0,0,44.56,1.39,6.33,8.03,39.6,39.6,39.6,38.81
0,0,0,0,0,0,44.55,1.39,5.84,0.01,39.6,39.6,9.19,37.74
0,0,0,0,0,0,44.55,1.39,0,0,39.6,39.6,9.19,46.22
0,0,0,0,0,0,44.56,1.39,0,0,39.6,46.2,9.19,50.32
0,0,0,0,0,0,55.84,1.43,0,0,39.6,39.6,9.19,42.13
0,0,0,0,0,0,55.84,1.72,0,0,39.6,39.6,0.55,50.32
0,0,0,0,0,0,55.84,1.72,0,0,34.67,39.6,0,37.74
0,0,0,0,0,0,55.85,1.72,0.02,0.01,0,0,0,0
0,0,0,0,0,0,55.85,1.75,7.35,0.09,0,0,0,0
0,0,0.1,0.05,0.01,0,55.85,1.72,8.2,0.14,0,0,0,0
0,0,0.16,0.14,0.01,0.01,47.39,1.39,8.38,0.13,0,0,0,0
1.46,0.13,0.11,0.08,0.01,0,1.73,1.39,8.38,0.07,0,0,0,46.22
1.46,0.17,0.1,0.07,0,0,0.01,0,8.28,0.02,0,0,0,46.22
1.46,0.17,0.09,0.07,0,0,0,0,8.96,0.02,34.67,0,29.7,46.22
1.5,0.33,0.13,0.12,0,0,0.01,0,7.96,0.02,39.6,0,39.6,46.22
1.5,0.33,0.06,0.12,0,0,0.01,0,8.09,0.02,39.6,0,39.6,46.22
1.5,0.32,0.09,0.12,0,0,0.01,0,8.18,0.02,46.22,39.6,39.6,46.22
1.5,0.32,0.04,0.08,0,0,0.01,0,8.24,0.02,46.22,39.6,46.22,49.24
1.5,0.32,0.05,0.12,0,0,0.03,0,8.3,0.02,47.73,52.8,47.73,50.32
1.5,0.32,0.13,0.12,0.01,0,0.11,0.03,8.48,0.04,75.23,52.8,69.46,47.73
1.5,0.32,0.13,0.12,0.05,0.01,0.1,0,8.65,0.03,62.97,52.8,69.46,47.73
1.5,0.32,0.14,0.12,0,0,0,0,6.26,0,105.45,52.8,108.28,50.32
1.5,0.32,0.12,0.1,0,0,0,0,0,0,47.73,52.8,46.22,140.73
1.46,0.28,0.12,0.08,0,0,0,0,0,0,46.22,52.8,39.6,47.73
0,0,0,0,0,0,0,0,0,0,46.22,52.8,39.6,46.22
0,0,0,0,0,0,0,0,0,0,46.22,46.22,39.6,46.22
0,0,0,0,0,0,0,0,0,0,46.22,52.8,39.6,46.22
0,0,0,0,0,0,0,0,0,0,39.6,95.11,39.6,46.22
0,0,0,0,0,0,0,0,0,0,39.6,46.22,29.7,46.22
0,0,0,0,0,0,0,0,0,0,39.6,46.22,0.89,46.22
0,0,0,0,0,0,0,0,0,0,39.6,39.6,0,34.02
0,0,29.49,0.08,0,0,0,0,0,0,0,39.6,0,0
0,0,27.45,0.06,0,0,0.23,0,7.9,0.08,0,0,0,0
0,0,39.59,97.44,0.06,0.01,0.23,0.09,8.5,0.15,0,0,0,0
1.2,0,78.93,98.08,0.14,0.01,0.23,0.08,8.57,0.13,0,0,0,0
1.51,0.32,73.91,92.29,0.12,0.01,0.12,0,8.7,0.13,0,0,0,46.22
1.53,0.35,77.96,97.44,0.07,0.01,0.07,0,8.75,0.12,0,0,18.39,46.22
100.49,0.32,78.6,98.13,0.02,0,0.07,0,8.62,0.12,34.67,0,36.3,46.22
1.53,1.36,75.43,100.74,0,0,0,0,8.06,0.11,39.6,0,39.6,46.22
1.53,1.36,75.43,100.74,0,0,0.14,0.08,7.96,0.13,39.6,39.6,39.6,46.22
1.53,1.36,75.43,100.74,0,0,0.24,0.14,7.85,0.13,39.6,39.6,39.6,46.22
1.53,1.36,75.43,100.74,0,0,0.24,0.13,7.55,0.15,46.22,46.22,46.22,47.73
1.53,1.36,75.43,100.74,0,0,0.26,0.14,7.38,0.18,47.73,52.8,47.73,57.94
1.53,1.36,75.57,100.75,0.02,0,1.36,0.19,40,0.25,47.73,52.8,68.39,50.32
1.53,1.36,75.57,100.75,0.07,0.02,0.26,0.14,7.63,0.19,80.77,52.8,68.39,50.32
1.53,1.36,75.57,100.74,0.15,0.01,0,0,6.35,0.03,118.71,59.51,110.43,50.32
1.53,1.36,74.54,99.44,0,0,0,0,0,0,46.22,54.48,46.22,127.63
1.49,1.36,74.98,100.74,0,0,0,0,0,0,39.6,54.48,39.6,46.22
0,0,67.14,66.02,0,0,0,0,0,0,39.6,56.16,39.6,46.22
0,0,64.51,85.38,0,0,0,0,0,0,39.6,52.8,29.7,46.22
0,0,62.96,80.64,0,0,0,0,0,0,39.6,54.48,29.7,46.22
0,0,62.92,76.76,0,0,0,0,0,0,39.6,60.27,28.29,46.22
0,0,62.96,33.7,0,0,0,0,0,0,39.6,52.8,17.47,46.22
0,0,23.5,22.03,0,0,0,0,0,0,39.6,52.8,0.92,46.22
0,0,20.38,25.04,0,0,0,0,0,0,34.67,39.65,0,18.39
0,0,62.46,24.97,0,0,1.36,0.2,0.09,0,0,39.6,0,0
0,0,71.13,89.6,0.23,0,77.82,1.39,61.8,0.51,0,0,0,0
0,0,76.63,100.74,0.27,0.01,85.44,1.39,68.86,22.66,0,0,0,0
1.53,1.36,76.7,100.73,0.27,0.15,2.75,1.39,8.88,10.49,0,0,0,15.63
1.61,1.36,76.58,100.59,0.27,0.07,1.36,1.37,8.88,10.48,0,0,0,46.22
1.62,1.37,72.58,95.28,0.27,0,1.36,1.37,8.86,10.46,0,0,18.39,46.22
1.61,1.36,72.57,95.27,0.26,0,1.36,0.2,8.74,10.32,34.67,0,39.6,46.22
1.6,1.4,81.89,101.2,0.26,0,0.37,0.25,8.96,11.66,39.6,0,39.6,46.22
1.57,1.4,71.45,95.79,0.21,0,0.37,0.24,8.86,11.61,39.6,39.6,39.6,46.22
1.56,1.4,70.81,94.66,0.26,0,0.37,0.24,8.69,11.31,39.6,39.6,39.6,46.22
1.56,1.4,70.86,94.65,0.26,0,0.37,0.24,8.39,10.91,46.22,46.22,46.22,50.32
1.56,1.4,72,95.78,0.27,0,0.37,0.25,8.22,10.68,47.73,46.22,67.26,65.89
1.56,1.4,79.68,101.84,0.27,0,0.52,0.27,8.26,10.73,91.41,52.8,67.26,50.32
1.56,1.4,75.62,95.8,0.27,0.07,0.36,0,8.18,12.58,56.24,52.8,67.26,50.32
1.56,1.4,80.2,102.6,0.27,0.05,0,0,7.02,0.12,99.55,55.4,93.16,73.67
1.56,1.4,30.06,51.18,0.21,0,0,0,0,0,46.22,52.8,46.22,93.74
1.49,1.36,24.62,39.2,0,0,0,0,0,0,39.6,52.8,39.6,46.22
0,0,28.37,32.12,0,0,0,0,0,0,39.6,52.8,39.6,46.22
0,0,0,37.29,0,0,0,0,0,0,39.6,63.19,29.7,46.22
0,0,0,0,0,0,0,0,0,0,39.6,55.4,29.7,46.22
0,0,0,0,0,0,0,0,0,0,39.6,77.16,29.7,46.22
0,0,0,0,0,0,0,0,0,0,39.6,46.22,17.54,46.22
0,0,22.02,31.19,0,0,0,0,0,0,39.6,46.22,0.85,46.22
0,0,24.92,31.83,0,0,0,0,0,0,39.6,46.22,0,37.74
0,0,23.7,30.34,0,0,0,0,7.09,0.14,0,39.6,0,0
0,0,23.55,31.17,0,0,0,0,8,0.14,0,0,0,0
0,0,81.65,103.94,0.12,0.06,0.13,0.08,8.3,0.22,0,0,0,0
1.46,0.13,81.73,103.94,0.1,0,0.1,0,8.42,0.16,0,0,0,0
1.49,0.28,81.73,104,0,0,0,0,8.48,0.15,0,0,9.19,42.51
1.49,0.28,81.73,104.05,0,0,0,0,8.21,0.14,0,0,0,46.22
1.49,0.28,81.73,104.05,0,0,0,0,7.98,0.14,18.39,0,29.7,46.22
1.54,1.36,73.05,95.29,0,0,0,0,7,12.53,39.6,0,39.6,46.22
1.52,1.36,73.05,95.29,0,0,0,0,7.24,12.52,39.6,0,39.6,46.22
1.52,1.36,73.05,95.3,0,0,0,0,7.22,12.36,46.22,39.6,46.22,50.32
1.52,1.36,73.04,95.3,0,0,0,0,7.08,10.39,46.22,39.6,46.22,50.32
1.52,1.36,73.04,95.3,0,0,0,0,6.93,10.16,62.58,39.6,64.16,50.32
1.52,1.36,73.1,95.49,0.01,0,0.14,0.08,7.05,10.33,68.04,39.6,64.16,50.32
1.52,1.36,73.31,95.49,0.11,0.01,0.14,0.12,7.17,10.49,55.77,39.6,64.16,50.32
1.52,1.36,73.22,95.36,0.1,0,0,0,7.08,10.37,97.65,39.6,94.89,119.65
1.52,1.36,0,0,0,0,0,0,7.4,10.21,46.22,39.6,39.6,54.41
1.49,1.36,0,0,0,0,0,0,7.75,0,39.6,39.6,39.6,38.03
1.11,0,0,0,0,0,0,0,0,0,39.6,39.6,29.7,34.67
0,0,0,0,0,0,0,0,0,0,39.6,39.6,0,9.19
0,0,0,0,0,0,0,0,0,0,39.6,39.6,0.11,9.19
0,0,0,0,0,0,0,0,0,0,39.6,39.6,0,9.19
0,0,0,0,0,0,0,0,0,0,39.6,39.6,0,9.19
0,0,0,0,0,0,0,0,0,0,34.67,39.6,0,9.19
0,0,0,0,0,0,0,0,0,0,0,18.39,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.14,0.03,6.77,0.03,0,0,0,0
0,0,0.2,0.14,0.07,0,0.15,0.11,7.09,0.09,0,0,0,0
1.1,0,0.27,0.2,0.07,0,0.14,0.08,7.2,0.07,0,0,0,0
1.49,0.3,0.19,0.15,0,0,0.08,0.01,7.21,0.03,0,0,18.39,35.34
1.49,0.3,0.11,0.04,0,0,0.01,0,7.22,0.02,39.6,0,39.6,57.1
1.49,0.3,0.04,0.04,0,0,0,0,7.25,0.02,39.6,0,39.6,138.4
1.57,1.36,0,0.04,0,0,0,0,8.02,0.02,39.6,0,39.6,46.22
1.57,1.36,0,0.03,0,0,0,0,7.84,0.02,39.6,9.19,39.6,46.22
1.57,1.36,0,0.03,0,0,0.01,0,8.01,0.02,46.22,9.19,39.6,46.22
1.57,1.36,0,0.04,0,0,0.01,0,8.23,0.02,46.22,9.19,46.22,46.22
1.57,1.36,0,0.04,0,0,0.12,0.02,8.33,0.03,74.85,12.26,65.68,46.22
1.57,1.36,0,0.04,0.01,0,0.14,0.08,8.47,0.07,55.77,12.26,65.68,46.22
1.57,1.36,0.08,0.04,0.01,0,0,0,8.54,0.03,55.77,12.26,65.68,46.22
1.57,1.36,0.03,0.04,0,0,0,0,0,0,97.65,12.26,93.65,46.22
1.57,1.36,0,0,0,0,0,0,0,0,46.22,12.26,39.6,46.22
1.46,1.24,0,0,0,0,0,0,0,0,39.6,21.46,39.6,46.22
0,0,0,0,0,0,0,0,0,0,39.6,9.19,39.6,34.67
0,0,0,0,0,0,0,0,0,0,39.6,9.19,29.7,9.19
0,0,0,0,0,0,0,0,0,0,39.6,9.19,19.45,9.19
0,0,0,0,0,0,0,0,0,0,39.6,9.19,29.7,9.19
0,0,0,0,0,0,0,0,0,0,39.6,9.19,9.19,9.19
0,0,0,0,0,0,0,0,0,0,39.6,9.19,9.19,9.19
0,0,0,0,0,0,0,0,0,0,39.6,9.19,9.19,9.19
0,0,0,0,0,0,0,0,0,0,34.67,0,4.28,9.19
0,0,0,0,0,0,0,0,0,0,0,0,0,9.19
0,0,0.09,0.05,0.01,0,0.14,0.08,0.16,0.1,0,0,0,0
1.23,0.19,0.11,0.1,0.01,0.01,0.14,0,0.16,0.09,9.19,0,0,32.67
1.57,1.36,0.1,0.09,0,0,0.14,0,0.16,0.04,9.19,0,18.39,46.22
1.57,1.36,0.09,0.07,0.01,0,0.09,0,0.15,0.01,9.19,0,9.19,46.22
1.58,1.38,0.09,0.04,0,0,0,0,0.15,0.01,9.19,0,9.19,46.22
1.57,1.4,0,0.06,0,0,0,0,8.8,0.13,34.67,0,39.6,46.22
1.57,1.4,0,0.06,0,0,0,0,8.79,0.13,39.6,0,39.6,46.22
1.57,1.4,0,0.06,0,0,0,0,8.75,0.14,39.6,39.6,39.6,46.22
1.57,1.4,0,0.03,0,0,0,0,8.68,0.14,46.22,39.6,46.22,49.24
1.57,1.4,0,0.03,0,0,0.14,0.04,8.6,0.14,97.31,39.6,64.09,48.88
1.57,1.4,0.03,0.04,0,0,0.14,0.08,8.62,0.15,54.45,39.6,64.09,48.88
1.57,1.4,0.02,0.03,0,0,0,0,8.6,0.15,54.45,39.6,64.09,48.88
1.57,1.4,0.02,0.03,0,0,0,0,0,0,84.15,39.6,98.43,48.88
1.57,1.4,0,0,0,0,0,0,0,0,39.6,39.6,39.6,78.65
1.26,0.15,0,0,0,0,0,0,0,0,39.6,39.6,39.6,46.22
0,0,0,0,0,0,0,0,0,0,39.6,52.8,0.19,46.22
0,0,0,0,0,0,0,0,0,0,39.6,52.8,0,36.66
0,0,0,0,0,0,0,0,0,0,39.6,52.8,0,36.66
0,0,0,0,0,0,0,0,0,0,39.6,52.8,0,36.66
0,0,0,0,0,0,0,0,0,0,39.6,52.8,0,36.66
0,0,0,0,0,0,0,0,0,0,34.67,39.6,0,36.66
0,0,0,0,0,0,0,0,0,0,18.39,39.6,0,36.66
0,0,0,0,0,0,0,0,0,0,0,39.6,0,36.66
0,0,0,0,0,0,0.13,0,0.15,0,0,39.6,0,46.22
0,0,76.2,0.19,0,0,0.21,0.14,7.92,0.17,34.67,39.6,0,46.22
1.46,0,76.2,0.26,0.11,0,0.21,0.14,8.04,0.17,39.6,39.6,39.6,47.73
1.65,0.3,76.33,0.26,0.06,0,0.21,0.14,8.06,0.17,39.6,39.6,39.6,48.88
1.65,0.3,76.2,0.26,0,0,0.21,0.14,8.11,0.15,39.6,39.6,39.6,109.08
1.65,0.3,67.49,0.25,0,0,0.21,0.14,8.08,0.14,46.22,39.6,46.22,93.85
1.72,1.4,81.13,0.28,0,0,1.36,0.21,8.29,0.21,46.22,39.6,46.22,47.73
1.72,1.4,81.16,0.28,0,0,1.36,0.21,8.16,0.2,46.22,46.22,46.22,47.73
1.72,1.4,81.12,0.28,0,0,1.36,0.21,8.16,0.19,46.22,46.22,46.22,47.73
1.72,1.4,81.13,0.28,0,0,1.36,0.21,8.06,0.16,47.73,52.8,47.73,47.73
1.72,1.4,81.19,0.28,0,0,1.36,0.21,8.06,0.19,47.73,52.8,63.54,47.73
1.72,1.4,81.21,0.28,0,0,1.36,0.21,7.85,0.19,47.73,60.03,63.54,47.73
1.72,1.4,81.2,0.28,0,0,1.36,0,6.85,0.03,83.81,56.42,63.54,47.73
1.72,1.4,81.21,0.28,0,0,0,0,8.19,0.03,112.11,56.42,96.84,47.73
1.72,1.4,79.83,0.27,0,0,0,0,0,0,46.22,52.8,52.85,47.73
1.34,0,0,0,0,0,0,0,0,0,46.22,84.86,39.6,47.73
0,0,0,0,0,0,0,0,0,0,39.6,52.8,39.6,46.22
0,0,0,0,0,0,0,0,0,0,39.6,46.22,39.6,46.22
0,0,30.65,0,0,0,0,0,0,0,39.6,46.22,34.67,36.66
0,0,29.49,0.02,0,0,0,0,0,0,39.6,46.22,37.13,36.66
0,0,28.8,0.02,0,0,0,0,0,0,39.6,46.22,34.67,36.66
0,0,32.27,0.01,0,0,0,0,0,0,39.6,39.6,10.13,46.22
0,0,26.99,0.02,0,0,0,0,0,0,39.6,39.6,18.39,46.22
0,0,73.4,0.16,0,0,0,0,0,0,39.6,39.6,0,18.39
0,0,74.76,0.22,0,0,0,0,0,0,0,0,0,0
0,0,75.82,0.22,0,0,0,0,7.9,0.03,0,0,0,0
1.61,1.36,75.77,0.22,0.05,0,0.02,0,8.04,0.03,18.39,0,0,44.32
1.72,1.43,75.77,0.22,0.01,0,0,0,8.12,0.02,9.19,0,34.67,46.22
1.72,1.43,75.72,0.22,0,0,0,0,7.98,0.02,39.6,0,39.6,48.88
1.72,1.43,71.68,0.21,0,0,0,0,7.98,0.02,39.6,39.6,39.6,47.73
80.6,1.49,76.79,0.24,0,0,0,0,8.11,10.98,39.6,39.6,39.6,46.22
80.61,1.49,76.79,0.24,0,0,0,0,8.12,10.88,39.6,39.6,46.22,46.22
80.61,1.49,76.78,0.24,0,0,0,0,8.56,12.67,46.22,39.6,46.22,47.73
80.61,1.49,76.79,0.24,0,0,0,0,8.76,10.84,46.22,46.22,46.22,48.88
80.62,1.49,76.78,0.24,0,0,0,0,8.65,10.69,47.73,46.22,66.88,48.88
80.61,1.49,76.79,0.24,0,0,0,0,8.88,11,76.01,47.73,66.88,48.88
80.61,1.49,81.06,0.26,0.05,0,0,0,10.2,10.99,56.66,47.73,66.88,48.88
80.61,1.49,82.11,0.26,0,0,0,0,0,0,111.64,52.8,91.41,75.65
80.61,1.49,78.55,0.09,0,0,0,0,0,0,46.22,52.8,46.22,89.74
61.28,1.36,0,0,0,0,0,0,0,0,46.22,52.8,39.6,46.22
0,0,0,0,0,0,0,0,0,0,39.6,52.8,39.6,46.22
0,0,0,0,0,0,0,0,0,0,39.6,52.8,39.6,36.66
0,0,0,0,0,0,0,0,0,0,39.6,52.8,39.6,44.32
0,0,0,0,0,0,0,0,0,0,39.6,111.92,34.67,46.22
0,0,0,0,0,0,0,0,0,0,39.6,52.8,9.19,36.66
0,0,0,0,0,0,0,0,0,0,39.6,46.22,9.19,46.22
0,0,0,0,0,0,0,0,0,0,39.6,46.22,0,36.66
0,0,0,0,0,0,0,0,0,0,0,39.6,0,0
0,0,0,0,0,0,0,0,0,0,0,18.39,0,0
0,0,0.2,0.17,0,0,0.09,0,8.13,0.02,0,0,0,0
77.82,1.41,0.19,0.16,0.09,0,0.08,0,8.31,0.02,9.19,0,0,18.39
81.8,1.49,0.19,0.16,0.05,0,0.03,0,8.39,0.02,0,0,18.39,46.22
80.62,1.49,0.2,0.17,0.02,0,0,0,8.22,0.02,34.67,0,34.67,46.22
84.47,1.49,0.1,0.17,0.03,0,0,0,8.12,0.03,39.6,0,39.6,46.22
84.92,1.52,0.06,0.17,0.08,0,0,0,8.28,0.03,39.6,39.6,39.6,46.22
83.72,1.52,0.19,0.17,1.06,0,0,0,8.69,0.03,39.6,39.6,39.6,46.22
83.73,1.52,0.19,0.17,1.14,0,0,0,8.69,0.03,46.22,39.6,39.6,46.22
83.73,1.52,0.19,0.17,1.15,0,0,0,8.55,0.03,46.22,52.8,46.22,48.88
83.72,1.52,0.19,0.17,1.15,0.09,0,0,8.33,0.05,47.73,52.8,67.54,67.54
83.72,1.52,0.19,0.17,1.16,0.18,0,0,8.5,0.08,90.86,73.7,67.54,48.88
83.72,1.52,0.2,0.17,1.16,0.2,0,0,8.83,0.05,57.76,52.8,67.54,48.88
83.73,1.52,0.19,0.17,1.17,0.2,0,0,7.65,0.03,95.68,52.8,92.32,76.86
83.65,1.52,0.18,0,0,0,0,0,0,0,46.22,52.8,46.22,92.66
1.77,1.36,0,0,0,0,0,0,0,0,46.22,52.8,39.6,47.73
0.65,0.38,0,0,0,0,0,0,0,0,46.22,52.8,39.6,46.22
