MiNg_100_CAISO,MiNg_150_CAISO,MiNg_100_ERCOT,MiNg_150_ERCOT,MiNg_100_MISO-W,MiNg_150_MISO-W,MiNg_100_NYISO,MiNg_150_NYISO,MiNg_100_PJM-W,MiNg_150_PJM-W,BaseCaseTax,HighWindTax,HighSolarTax,WinterNYTax
88.26,110.09,72.47,97.5,75.38,94.35,81.18,99.95,77.91,101.46,37.34,34.18,40.5,57.87
81.56,110.1,72.47,97.5,75.08,94.23,82.74,105.47,78.33,102.1,43.68,37.34,43.68,50.63
81.56,110.1,72.38,97.5,74.45,94.35,82.37,106.88,78.29,102.1,45.1,43.68,45.1,67.52
81.56,110.1,72.46,97.52,75.45,94.36,82.58,106.88,78.52,102.08,49.79,45.1,49.79,67.52
81.56,110.09,72.49,97.57,74.4,94.21,83.35,108.02,78.64,102.29,66.93,45.1,66.93,67.52
81.56,110.1,72.52,97.57,75.58,94.39,71.24,90.56,78.07,101.89,66.93,45.1,66.93,67.52
81.56,110.09,72.73,97.5,75.49,95.16,68.9,82.69,71.78,93.52,199.92,45.1,199.92,67.52
73.57,100.01,0,0.06,73.87,94.37,68.75,82.68,67.86,87.83,49.79,56.35,45.1,50.63
1.22,1.01,0,0.06,63.97,78.13,68.74,82.67,64.93,85.27,45.1,113.2,43.68,45.1
0,0,0,0.06,65.5,81.6,68.76,82.28,65.13,83.56,45.1,64.94,43.68,45.1
0,0,0,0.1,66.67,81.58,68.75,82.69,52.08,68.28,45.1,101.95,43.68,53.69
0,0,0.08,0.12,68.44,89.06,68.89,82.68,51.06,84.87,43.68,56.35,43.68,66.93
0,0,0,0.06,69.65,89.27,68.9,82.7,65.55,86.7,43.68,56.35,37.34,66.93
0,0,0,0.06,68.78,88.47,68.9,82.7,62.99,66.83,43.68,45.1,37.34,71.59
0,0,0,0.06,71.03,89.94,69.28,83.02,69.89,87.91,43.68,45.1,37.34,71.59
0,0,0,0.06,69.12,89.85,69.19,82.71,67.52,88.55,37.34,45.1,37.34,92.18
0,0,0,0.06,71.05,85.99,70.55,85.42,72.01,96.94,37.34,42.26,21.54,71.59
0,0,0,0.08,72.99,88.57,89.1,104.06,77.69,100.2,12.03,37.34,0,63.52
0,0,77.01,43.34,76.56,94.46,157.44,182.73,78.89,100.8,0,0,0,53.69
1.58,0.94,79.51,98.43,80.29,82,101.4,106.91,79.57,101.07,0,0,0,53.69
39.58,1.5,79.51,96.62,63.26,71.72,91.02,106.9,78.49,100.63,0,0,37.34,66.93
83.98,1.51,79.43,96.61,59.45,65.57,87.83,104.47,78.1,100.12,36.08,0,37.34,66.93
170.35,1.55,79.38,96.46,56.01,65.3,82.59,102.94,77.69,99.95,37.34,0,37.34,71.59
72.6,1.55,71.24,102.96,63.23,68.71,82.08,101.76,79.33,104.52,37.34,18.39,37.34,66.93
2.3,1.42,71.24,102.96,59.18,63.09,78.96,101.76,77.51,103.62,42.26,37.34,45.1,63.52
1.78,1.4,71.24,102.96,62.59,66.29,82.59,101.76,79.28,103.83,45.1,42.26,45.1,63.52
1.71,1.4,71.12,102.96,66.21,64.96,82.65,101.75,78.78,103.29,59.09,45.1,66.93,66.93
1.71,1.4,71.24,102.96,60.42,57.38,83.41,101.75,80.22,104.33,70.53,45.1,70.53,66.93
1.71,1.4,67.42,97.38,60.3,57.9,84.28,101.75,81.99,106.37,84.69,48.71,84.69,66.93
1.71,1.4,71.31,103.12,60.92,63.1,79.49,101.38,80.69,105.41,84.69,60.1,577.08,66.93
1.71,1.4,70.92,102.9,51.51,56.48,71.58,86.42,63.14,81.79,1098,66.93,1098,66.93
1.71,1.38,0,0,44.82,56.09,73.42,93.39,48.69,59.18,70.53,66.93,66.93,63.52
0,0,0,0,0.75,50.25,71.6,86.43,44.08,59.6,66.93,66.93,46.91,46.91
0,0,0.1,0.06,41.24,57.84,71.61,86.45,49.47,63.41,59.09,147.57,45.1,53.24
0,0,0,0,41.52,55.87,73.44,89.57,50.08,64.56,56.65,66.93,43.68,57.87
0,0,0,0,43.26,51.7,73.44,92.71,44.36,58.16,45.1,119.28,43.68,66.93
0,0,0,0,37.21,51.54,73.44,93.41,52.36,74.69,45.1,66.93,43.68,70.44
0,0,0,0,38.91,49.08,72.18,86.44,41.98,60.81,45.1,63.52,37.34,72.2
0,0,0,0,37.01,52.86,73.44,86.45,42.62,57.82,43.68,45.1,37.34,72.2
0,0,0,0,39.18,50.45,69.42,84.41,41.28,60.16,37.34,45.1,37.34,72.2
0,0,0,0,42.43,51.29,75.51,95.13,56.3,77.55,37.34,43.68,18.39,72.2
0,0,0,0.07,50.39,61.54,84.35,102.05,76.41,100.94,18.39,37.34,0,66.93
0,0,70.91,0.22,57.41,64.45,152.92,173.74,85.11,110.66,0,37.34,0,66.93
0,0,143.54,0.24,80.35,68.71,98.29,107.25,96.21,107.46,0,0,5.06,66.93
1.68,1.38,71.11,0.23,74.46,67.76,84.34,101.78,81.93,103.48,18.39,0,37.34,72.2
104.71,1.41,71.09,0.23,61.02,61.89,84.33,101.77,78.31,100.85,12.53,0,37.34,91.04
1.92,1.39,70.98,0.23,61.43,43.55,75.12,98.48,77.59,100.45,37.34,0,37.34,72.2
1.95,1.43,68.24,0.23,58.33,40.67,74.56,95.44,78.12,104.01,37.34,27.18,37.34,66.93
1.95,1.43,64.58,0.21,57.39,41.56,73.41,94.98,78.22,103.77,42.49,37.34,43.68,54.15
1.95,1.43,64.58,0.21,57.08,41.18,72.7,94.37,77.97,103.82,45.1,42.93,45.1,63.52
1.95,1.43,64.58,0.21,70.24,44.69,73.87,95.4,78.23,103.86,63.52,45.1,66.93,66.93
1.95,1.43,64.58,0.21,70.95,51.73,78.33,102.39,78.69,104.87,70.53,57.87,71.44,66.93
1.95,1.43,64.58,0.22,71.07,50.9,80.75,105.21,82.28,107.37,84.69,66.93,1013.67,66.93
1.95,1.43,64.58,0.22,71.05,52.91,70.6,95.4,76.32,102.37,1071.12,66.93,1098,66.93
1.95,1.43,68.14,0.23,65.86,55.2,62.58,74.52,51.42,62.19,1098,66.93,1800,66.93
1.95,1.43,0,0,67.03,55.62,62.58,74.5,51.96,65.57,70.53,121.66,70.53,63.52
0.98,0,0,0,61.93,49.59,62.59,74.52,43.7,59.3,66.93,66.93,49.79,45.1
0,0,0,0,67.13,67.03,62.73,74.54,51.53,74.32,56.65,80.62,45.1,46.91
0,0,0,0,68.52,71.64,62.73,74.54,51.26,74.58,48.71,80.62,43.68,54.15
0,0,0,0,69.54,71.35,63.84,74.54,52.72,76.43,45.1,117.83,43.68,66.93
0,0,0,0,69.54,71.38,63.86,74.92,51.7,75.03,45.1,66.93,43.68,72.2
0,0,0,0,71.82,78.44,65.62,79.42,59.44,80.65,45.1,66.93,37.34,72.2
0,0,0,0,72.37,82.43,66.8,79.7,62.44,78.04,43.68,48.71,37.34,297.95
0,0,0.05,0,71.04,76.41,64.78,77.92,62.8,78.48,37.34,45.1,37.34,297.95
0,0,0,0,72.92,82.18,74.41,80.45,72.6,108.1,37.34,42.26,18.39,72.2
0,0,0,0,71.4,76.46,83.58,101.36,77.3,112.38,0,37.34,0,66.93
0,0,0,0,74.12,86.11,108.77,137.27,97.41,133.36,0,26.42,0,57.87
1.67,1.11,33.92,0.22,112.74,99.12,164.09,188.08,153.12,180.02,0,0,0,63.52
72.81,1.43,33.9,0.19,77.9,93.72,87.24,108.31,82.94,104.88,18.39,0,37.34,72.2
98.58,1.47,33.89,0.18,74.16,88.92,82.37,104.24,78.88,100.06,37.34,0,37.34,1014.07
171.49,1.51,33.86,0.17,73.77,87.12,80.08,99.06,77.9,98.54,37.34,0,37.34,72.2
97.33,1.5,36.54,0.17,72.7,89.9,77.1,100.87,77.19,100.94,37.34,37.34,40.99,66.93
75.63,1.49,35.9,0.17,72.85,90.56,75.8,88.17,76.39,100.33,43.68,37.34,45.1,66.93
74.08,1.49,31.54,0.17,72.86,90.54,71.99,2.84,76.24,99.75,45.1,45.1,45.1,66.93
73.56,1.49,35.87,0.17,72.85,90.68,71.24,1.76,76.2,99.9,66.93,47.22,66.93,66.93
73.56,1.49,36.48,0.17,73.2,90.69,68.13,1.76,76.46,100.46,70.53,66.93,71.45,66.93
73.56,1.49,36.58,0.17,73.76,90.79,71.55,1.76,76.91,100.53,84.69,66.93,1012.88,65.81
73.56,1.49,36.56,0.17,79.87,95.65,57.13,1.39,76.16,97.62,1098,66.93,1098,63.52
73.56,1.49,36.55,0.17,83.41,98,56.32,1.39,49.79,63.15,1140.84,70.53,1800,69.34
70.05,1.49,0,0,70.88,85.25,0,0,47.35,71.58,66.93,75.51,66.93,54.15
0,0,0,0,70.6,89.75,0,0,41.25,71.35,63.52,66.93,45.1,45.1
0,0,0,0,69.23,97.5,0,0,47.85,72.14,49.79,75.51,43.68,45.1
0,0,0,0,70.31,94.88,0,0,49.49,72.65,45.1,125.53,43.68,54.15
0,0,0.04,0,77.66,99.97,0,0,54.7,73.84,45.1,140.29,43.68,63.52
0,0,0,0,79.94,104.78,0,0,53.99,74.13,45.1,70.53,43.68,72.2
0,0,0,0,78.9,103.66,0,0,54.07,81.5,45.1,66.93,37.34,72.2
0,0,0,0,79.73,96.73,0,0,54.67,74.68,43.68,66.93,37.34,72.2
0,0,0,0,82.04,100.05,0,0,66.97,79.43,37.34,45.1,37.34,72.2
0,0,0,0,82.19,101.22,12.31,91.1,79.6,107.97,37.34,43.68,18.39,66.93
0,0,0,0,88.28,101.91,81.83,97.85,89.86,119.9,18.39,37.34,0,54.15
0,0,0,0,94.64,110.71,96.69,119.92,105.24,124.22,0,37.34,0,54.15
1.33,0,69.57,0.22,101.47,111.16,101.67,120.07,105.22,122.12,0,0,0,54.15
73.57,1.49,37.86,0.21,97.79,110.29,96.69,121.86,90.42,120.69,37.34,9.19,37.34,72.2
145.06,1.54,30.01,0.19,84.44,104.64,96.63,119.97,88.22,109.36,37.34,0,37.34,97.49
99.03,1.54,30,0.19,84.88,106.34,85.8,119.9,84.71,105.28,37.34,0,37.34,68.78
97.15,1.66,29.99,0.19,76.15,93.55,73.56,99.4,81.59,103.21,37.34,32.58,37.34,58.25
91.38,1.66,29.75,0.19,75.56,96.23,75,101.6,78.96,102.42,37.34,37.34,43.68,46.91
91.39,1.66,29.76,0.19,82.96,97.77,75.03,103.37,78.72,102.42,45.1,43.68,45.1,45.1
91.39,1.66,29.86,0.19,82.96,98.36,81.9,105.86,82.28,102.81,48.71,45.1,57.87,46.91
91.39,1.66,29.91,0.19,83.13,99.63,85.62,114.09,83.63,106.36,66.93,50.2,66.93,46.91
91.39,1.66,30.01,0.19,88.07,104.73,86.55,114.09,86.12,109.04,70.53,66.93,71.45,45.1
91.39,1.66,29.98,0.19,89.49,105.15,78.96,104.29,84.41,107.89,71.44,66.93,84.69,45.1
91.39,1.66,29.99,0.2,91.18,105.84,73.5,96.91,73.32,76.66,396,66.93,217.68,58.25
90.99,1.66,0,0,90.83,104.56,83.74,108.93,54.68,74.64,66.93,70.53,66.93,45.1
0,0,0,0,90.85,102.41,73.5,96.85,52.55,66.55,49.79,84.69,45.1,45.1
0,0,0,0,83.67,94.34,73.51,96.85,53.59,68.12,48.71,159.89,43.68,45.1
0,0,0,0,84.99,97.49,73.52,96.88,58.5,78.33,45.1,142.48,43.68,45.1
0,0,0,0,84.89,99.09,73.52,96.88,57.21,78.13,45.1,84.69,43.68,45.1
0,0,0,0,85.4,99.83,73.52,96.95,60.97,78.25,45.1,70.53,43.68,50.71
0,0,0,0,84.27,99.94,75.49,99.93,61.5,91.65,45.1,66.93,43.68,48.84
0,0,0,0,85.33,99.4,82.99,103.58,78.8,83.8,43.68,66.93,37.34,45.1
0,0,0,0,88.35,99.46,89.1,116.58,83.52,111.3,37.34,45.1,37.34,45.1
0,0,0,0,86.56,102.26,89.09,116.57,85.45,109.36,37.34,43.68,10.28,45.1
0,0,0,0,89.84,98.23,89.09,116.57,85.91,109.6,0,37.34,0,43.68
69.48,1.26,0.19,0,92.2,104.18,155.76,168.5,102.04,113.63,0,37.34,0,43.68
87.05,97.9,121.53,0.28,94.85,108.32,97.08,116.71,88.14,110.69,0,9.19,0,43.68
96.96,120.27,30.18,0.24,75.74,92.46,88.86,116.51,87.11,110.45,37.34,20.53,37.34,46.96
103.55,123.03,30.16,0.21,72.36,82.07,88.86,116.5,85.77,109.56,37.34,0,37.34,45.1
101.02,121.97,30.14,0.21,69.4,81.93,88.13,116.5,84.8,108.02,37.34,0,37.34,45.1
87.99,110.12,37.65,0.21,64.77,73.79,86.38,117.85,83.27,105.73,37.34,18.39,37.34,45.1
86.4,105.96,37.39,0.21,61.36,68.71,86.71,117.84,82.57,105.19,37.34,37.34,43.68,45.1
84.95,105.97,31.63,0.21,62.59,67.98,87.04,117.84,82.55,104.73,45.1,37.34,45.1,45.1
84.95,105.97,36.76,0.21,62.95,69.5,89.5,117.84,84.47,105.91,45.1,43.68,48.71,45.1
84.94,105.96,37.2,0.21,65.28,73.8,90.32,117.84,85.51,107.84,66.93,45.1,66.93,45.1
84.95,105.97,37.64,0.21,60.59,75.24,90.82,118.44,88.08,109.72,66.93,46.91,66.93,45.1
84.94,105.97,37.62,0.21,61.6,74.78,83.87,109.29,82.64,104.87,66.93,60.14,66.93,45.1
84.95,105.97,29.93,0.22,79.91,75.76,72.15,92.81,57.51,74.28,205.25,63.52,205.25,45.1
84.95,105.98,0,0,76.89,81.3,72.13,92.81,50.75,63.69,63.52,66.93,49.79,43.68
74.5,75.89,0,0,78.12,79.62,72.13,92.79,49.63,63.47,45.1,66.93,45.1,9.19
70.57,1.61,0,0,74.97,78.62,72.14,92.81,48.2,61.97,45.1,129.68,43.68,9.19
64.61,1.5,0,0,77.01,79.75,72.14,92.79,48.97,60.97,45.1,137.18,43.68,43.68
64.5,1.5,0,0,75.19,83.52,72.14,92.82,62.51,64.9,43.68,66.93,43.68,43.68
64.55,1.48,0,0,76.73,78.01,72.16,92.82,48.4,60.29,43.68,66.93,37.34,43.68
64.35,1.38,0,0,75.77,81.49,72.15,92.81,48.77,61.46,43.68,66.93,37.34,43.68
64.6,1.45,0,0,76.17,77.04,73.29,93.38,47.07,62.56,43.68,45.1,37.34,43.68
64.55,1.45,0,0,75.52,78.6,73.29,94.66,58.48,58.58,37.34,45.1,37.34,43.68
64.55,1.45,0,0,76.29,75.27,72.37,92.83,59.25,64.33,37.34,45.1,18.39,43.68
64.58,1.37,0,0,81.74,76.89,85.05,109.3,82.15,103.83,0,37.34,0,35.47
64.59,1.45,63.39,93.06,79.33,77.26,85.13,109.27,84.94,106.91,0,37.34,0,0
77.17,79.69,170.29,198.65,79.16,68.32,84.99,108.3,85.32,107.97,0,18.39,5.99,43.68
85.94,99.76,78.59,93.89,81.82,81.53,83.73,93.38,84.67,106.73,18.39,0,37.34,43.68
106.6,166.25,63.16,93.3,78.64,65.42,72.17,92.84,83.3,105.95,36.07,0,37.34,45.1
170.58,130.56,63.13,93.14,79.97,64.8,72.14,92.82,81.6,105,37.34,0,37.34,45.1
104.3,129.95,68.76,86.29,74.15,86.42,71.09,83.45,78.11,99.54,37.34,12.95,37.34,45.1
88.28,109.04,68.76,86.29,72.75,78.96,71.08,83.47,77.96,99.81,37.34,37.34,43.68,45.1
87.55,109.04,64.4,86.29,73.66,78.36,71.09,83.46,78.17,100.36,43.68,37.34,43.68,43.68
87.55,109.04,64.37,86.28,71.22,76.42,71.08,83.45,78.8,100.8,45.1,45.1,45.1,45.1
87.55,109.04,68.76,86.29,72.01,78.18,71.08,83.45,79.05,100.9,49.79,45.1,49.79,45.1
87.55,109.04,68.76,86.29,74.34,78.41,71.08,83.45,79.12,101.28,66.93,45.1,66.93,45.1
87.55,109.04,68.75,86.29,73.86,84.77,71.08,83.46,78.37,100.31,66.93,48.71,66.93,45.1
87.55,109.04,67.13,91.19,75.73,82.56,71.97,94,76.01,96.8,199.92,66.93,199.92,45.1
87.54,109.04,58.38,0,67.47,72.4,71.09,92.58,72.4,94.18,49.79,66.93,45.1,43.68
66.52,1.47,0,0,69.17,73.65,71.08,83.46,72.35,93.95,45.1,66.93,43.68,9.19
0,0,29.9,0,68.87,70.15,71.08,92.15,70.17,91.2,45.1,133.43,43.68,9.19
0,0,59.72,37.95,69.96,71.2,71.24,93.08,68.49,87.25,45.1,133.43,43.68,43.64
0,0,59.8,34.24,68.24,72.55,71.08,87.62,66.63,85.02,45.1,66.93,37.34,43.68
0,0,59.89,34.4,71.59,77.71,71.08,90.68,65.58,84.52,43.68,66.93,37.34,43.68
0,0,59.91,33.89,71.14,77.45,72.22,93.45,65.47,84.06,43.68,66.93,37.34,45.1
0,0,59.88,36.1,70.11,75.05,71.87,93.08,65.49,84.48,43.68,48.71,37.34,45.1
0,0,59.9,32.82,70.42,84.29,71.87,91.62,67.65,86.17,37.34,45.1,37.34,45.1
0,0,68.77,35.57,69.16,78.27,83.71,104.46,70.59,90.87,37.34,43.68,37.06,43.86
0,0,70.89,48.24,68.38,79.57,79.19,102.65,75.04,98.5,18.39,37.34,0,43.68
0,0,71.97,85.85,75.19,90.24,83.72,104.47,77.2,100.65,0,37.34,0,43.68
76.47,79.66,162.9,184.56,72.46,77.18,83.72,104.47,77.96,101.32,0,6.61,0,43.68
88.24,104.7,92.2,114.23,74.91,91.97,83.71,104.46,77.48,100.53,18.39,0,37.34,45.1
155.43,176.96,71.45,96.6,73.86,90.73,83.71,104.46,76.79,100.14,9.19,0,37.34,45.1
107.96,120.5,71.42,96.22,73.21,88.37,83.71,104.46,76.81,100.31,37.34,0,37.34,45.1
107.52,130.73,71.45,96.09,72.69,90.63,77.84,102.35,78.52,101.78,37.34,18.39,37.34,45.1
95.97,117.03,70.1,95.31,70.08,86.15,77.7,102.35,78.86,103.12,37.34,37.34,37.34,45.1
87.69,115.56,69.2,95.31,72.48,86.16,77.36,102.35,79.15,103.18,45.1,45.1,45.1,45.1
87.69,115.57,68.72,95.31,72.54,86.09,77.36,102.35,79.15,103.24,45.1,48.71,45.1,62.55
87.69,115.57,68.72,95.3,72.54,86.02,78.34,102.35,79.25,103.31,63.52,66.93,57.87,64.2
87.69,115.57,65.44,90.04,73.07,86.04,75.81,102.33,79.52,103.35,66.93,66.93,66.93,65.03
87.7,115.58,65.43,90.03,73.39,88.57,1.36,1.39,75.88,101.32,122.81,139.48,102.52,62.55
87.7,115.58,60.36,94.08,71.99,85.89,0,0,64.36,80.88,144.04,66.93,164.33,62.55
87.69,113.53,63.66,72.73,66.73,77.69,0,0,56.94,74.16,57.87,66.93,46.91,46.91
55.91,0,57.85,0,69.15,78.88,0,0,54.98,75.33,45.1,66.93,45.1,45.1
0,0,58.09,29.98,68.45,79.82,0,0,55.5,78.76,45.1,75.51,43.68,45.1
0,0,58.12,36.2,68.44,78.16,0,0,60.01,79.58,45.1,134.79,43.68,45.1
0,0,58.25,31.99,66.95,80.74,0,0,57.39,77.23,45.1,70.53,37.34,46.91
0,0,58.23,30.06,69.61,80.31,0,0,56.76,76.35,45.1,70.53,37.34,62.55
43.75,0,58.22,30.05,68.46,80.37,0,0,56.68,78.32,43.68,66.93,37.34,63.52
43.76,0,58.25,30.4,68.14,80.12,0,0,58.06,78.56,43.68,66.93,37.34,199.92
43.77,0,58.27,34.09,72.45,78.52,0,0,55.86,79.42,37.34,45.1,37.34,66.93
43.79,0,58.2,34,67.81,82.44,57.27,0,60.35,88.6,37.34,43.68,18.39,62.55
53.51,0,58.27,36.32,74.06,88.19,73,92.68,79.12,103.98,0,37.34,0,46.91
66.8,1.1,72.86,86.93,75.64,70.79,151.55,161.86,81.55,105.95,0,37.34,0,46.91
83.56,93.09,175.34,188.85,78.94,67.96,105.61,116.16,84.08,106.71,0,18.39,17.75,57.87
90.94,118.31,72.86,97.7,74.33,67.58,87.25,106.29,81.91,105.96,18.39,0,37.34,63.52
108.87,143.2,72.79,97.67,70.23,61.9,80.95,95.87,80.9,105.15,36.07,0,37.34,66.93
156.38,131.85,72.75,97.57,69.49,53.83,80.42,94.82,80.9,104.69,37.34,0,37.34,82.72
106.91,128.74,71.73,94.99,65.12,61.94,75.49,95,77.88,101.16,37.34,23.38,37.34,62.55
91.97,111.29,71.73,94.99,65.87,61.88,75.24,94.19,77.86,101.02,37.34,37.34,43.68,46.91
88.44,109.85,71.73,94.99,66.88,62.88,75.24,93.36,77.88,101.03,45.1,43.68,45.1,45.1
88.45,109.87,71.72,94.64,67.1,66.49,75.11,93.36,77.88,101.04,56.35,45.1,66.93,46.91
88.46,109.88,71.48,94.64,67.06,69.12,73.48,93.36,77.82,101.05,66.93,63.52,70.53,46.91
88.47,109.89,71.29,94.64,66.89,67.77,71.47,75.57,77.87,101.04,84.69,66.93,729.25,46.91
88.47,109.89,71.59,94.64,66.58,68.76,0,0,74.91,98.8,1098,66.93,1098,46.91
88.48,109.9,71.2,94.64,60.36,67.08,0,0,61.42,82.51,1800,71.44,1800,62.55
86.57,108.59,67.39,80.69,57.29,65.3,0,0,54.03,70.34,70.53,75.51,70.53,46.91
65.91,1.3,67.2,81.31,57.7,67.87,0,0,52.98,69.43,66.93,1098,49.79,46.91
0,0,50.26,62.37,57.3,69.4,0,0,49.59,69.88,59.77,1098,45.1,46.91
0,0,45.72,60.66,58.21,68.85,46.38,0,53.32,69.53,56.35,1098,43.68,46.91
0,0,45.77,60.56,57.55,69.24,39.4,0,52.26,68.86,46.91,84.69,43.68,57.87
0,0,44.45,28.87,59.56,78.09,54.66,0.13,52.76,69.11,45.1,71.45,43.68,62.55
0,0,45.34,29.02,58.66,66.19,46.35,0,53.01,68.09,45.1,70.33,37.34,66.93
0,0,45.79,60.87,59.23,67.32,46.38,0,52.25,68.71,43.68,66.93,37.34,131.29
0,0,49.08,60.95,55.13,70.99,46.38,0,52.75,69.77,37.34,45.1,37.34,135.56
0,0,45.52,30.47,51.95,66.65,58.13,1.39,53.23,69.12,37.34,45.1,23.45,62.55
0,0,46.18,86.02,59.04,70.32,76.2,93.38,74.84,96.61,18.39,37.34,0,46.91
0,0,61.61,93.75,63.02,80.38,124.37,127.48,87.49,117.38,0,37.34,0,46.91
82.01,1.69,111.6,141.1,94.13,100.9,142.24,168.58,135.81,161.55,0,0,0,46.91
90.6,106.53,61.36,95.77,72.37,82.29,80.44,94.57,77.2,98.56,18.39,0,37.34,62.55
155.37,124,61.32,95.58,65.72,78.5,77.07,93.37,75.96,97.66,12.76,0,37.34,70.07
102.44,113.3,61.35,95.57,62.48,76.89,77.07,93.36,75.48,97.27,37.34,0,37.34,64.95
100.8,118.01,30.91,85.54,66.68,76.15,78.64,93.99,76.23,100,37.34,25,37.34,45.1
89.76,110.74,30.91,85.53,59.58,73.17,74.65,93.21,75.83,99.52,42.26,37.34,43.68,45.1
84.83,110.76,30.68,90.53,60.64,68.82,74.95,90.51,76.17,98.74,45.1,43.68,45.1,45.1
84.83,110.77,30.59,85.53,65.54,72.69,74.58,82.63,76.27,98.92,56.35,45.1,66.93,45.1
84.85,110.78,30.89,85.53,58.72,68.76,74.94,93.18,76.37,98.86,66.93,45.1,70.53,45.1
84.85,110.79,30.89,85.53,61.35,86.45,79.71,93.57,76.52,99.61,71.44,60.14,84.69,45.1
84.86,110.8,30.86,85.53,74.89,92.68,70.34,54.88,74.48,98.56,75.51,60.14,1053.26,45.1
84.87,110.81,29.12,85.71,84.12,92.3,63.53,1.39,67.14,73.68,396,61.58,1098,45.1
84.87,110.82,28.57,28.84,83.58,94.13,61.08,0,63.37,49.32,70.53,174.78,71.44,45.1
58.23,1.38,24,0.05,84.93,93.92,61.07,0,43.6,14.57,66.93,66.93,61.58,45.1
49.27,0,26.01,0.05,84.84,93.82,61.08,0,56.09,15.93,56.35,63.52,45.1,45.1
42.93,0,30.69,0.11,84.95,95.95,61.08,0,62,16.47,48.71,73.34,43.68,45.1
0,0,26.65,0.12,85.31,96.84,61.09,0,64.42,17.24,45.1,87.47,43.68,45.1
41.11,0,28.8,0.05,85.31,96.84,61.08,0,61.41,17.02,45.1,66.93,43.68,45.1
42.91,0,24.54,0.05,85.3,98.17,60,0,60.79,16.32,45.1,57.87,42.41,45.1
42.94,0,3.39,0.05,85.3,96.83,61.08,0,61.81,24.96,43.68,45.1,37.34,45.1
42.92,0,25.41,0.05,84.51,97.41,61.1,0,62.1,48.24,37.34,45.1,37.34,45.1
42.93,0,21.44,0.05,85.1,96.7,74.97,1.39,67.82,59.92,37.34,42.26,18.39,45.1
42.96,0,0,0.05,84.43,94.08,78.8,1.39,77.29,76.34,18.39,37.34,0,45.1
42.97,0,30,0.33,84.72,94.77,90.05,107.89,83.25,107.25,0,18.39,0,45.1
66.82,1.48,70.33,0.32,107.61,96.03,79.03,1.69,92.77,107.38,0,0,0,45.1
83.45,98.05,30.91,0.32,84.99,94.31,78.8,97.74,81.88,105.32,18.39,0,37.34,45.1
99.9,105.02,30.89,0.32,77.85,84.81,74.97,1.39,80.14,102.76,11.34,0,37.34,45.1
171.22,195.01,30.87,0.32,76.69,83.57,74.96,1.39,78.67,100.54,37.34,0,37.34,45.1
107.42,127.31,36.1,0.22,75.59,86.9,69.79,1.39,77.18,100.02,37.34,0,37.34,45.1
90.07,97.33,36.09,0.22,74.72,85.84,63.56,1.14,76.51,99.75,42.26,37.34,42.26,45.1
88.78,97.34,35.9,0.22,74.67,88.91,63.56,1.14,76.4,99.72,45.1,37.34,45.1,45.1
88.79,97.34,36.08,0.22,75.18,85.26,71.25,1.39,77.01,100.08,46.91,45.1,49.79,45.1
88.79,97.35,36.1,0.22,75.19,84.68,74.07,1.39,77.93,100.47,66.93,45.1,66.93,45.1
88.79,97.35,36.11,0.22,75.59,86.55,74.91,1.39,78.88,101.69,66.93,45.1,71.44,45.1
88.8,97.35,36.07,0.22,75.54,85.91,59.19,0.81,75.31,97.91,70.53,48.71,71.45,45.1
88.8,97.35,36.08,0.22,76.73,87.77,59.18,1,54.25,68.54,224.99,60.14,587.9,45.1
88.81,97.3,0,0,76.65,91.95,59.2,0,54.74,57.3,66.93,66.93,66.93,45.1
51.84,0,0,0,71.77,91.36,0,0,42.98,55.12,66.93,66.93,48.71,45.1
0,0,0,0,67.38,67.15,0,0,64.3,78.7,56.35,66.93,45.1,45.06
0,0,0,0,62.47,67.4,0.02,0,56.93,77.62,46.91,105.54,43.68,45.1
0,0,0,0,67.35,67.18,0,0,60.28,79.4,45.1,161.32,43.68,45.1
0,0,0,0,68.62,74.27,0,0,57.28,74.65,45.1,57.87,43.68,45.1
0,0,0,0,67.56,70.86,11.13,0,68.02,86.85,45.1,71.73,37.34,46.91
0,0,0,0,67.45,71.65,74.6,0.16,67.67,86.55,43.68,46.91,37.34,60.57
0,0,0,0,66.85,72.56,64.85,1.36,69.54,88.66,37.34,45.1,37.34,60.57
0,0,0,0,62.36,64.85,63.11,1.1,71.35,89.68,37.34,42.26,5.06,45.1
0,0,0,0,71.1,67.24,62.94,1.1,77.87,100.43,0,37.34,0,45.1
0,0,29.65,0,72.85,69.98,81.89,1.39,82.98,104.56,9.19,18.39,0,45.1
72.15,0.03,70.47,0.26,74.16,60.48,79.16,1.39,79.08,101.45,0,0,18.39,45.1
87.62,1.64,33.95,0.21,76.21,91.93,75.06,1.39,78.41,100.38,18.39,0,37.34,66.93
97.03,1.73,30.57,0.21,76.06,90.27,74.69,1.39,77.98,100.32,37.34,0,37.34,75.06
109.83,1.8,30.54,0.21,74.52,89.59,74.69,1.39,77.41,100.05,37.34,18.39,37.34,79.64
151.42,1.81,36.95,0.21,74.27,83.54,74.99,1.39,79.53,103.5,37.34,37.34,37.34,63.52
87.48,1.81,36.94,0.21,76.24,90.51,74.98,1.39,79.69,104.19,43.68,37.34,43.68,50.2
87.48,1.81,36.94,0.21,76.25,90.17,74.98,1.39,79.71,104.67,45.1,43.68,45.1,50.2
